title,author,journal,number,cites,year,cid,pubid,scholar_name,scholar_id
How even tiny influence can have a big impact!,"B Keller, D Peleg, R Wattenhofer",Fun with Algorithms:,"7th International Conference, FUN 2014, Lipari Island …",11,2014,43884498387215935,-95Q15plzcUC,Roger Wattenhofer,EG3VPm4AAAAJ
Monitoring churn in wireless networks,"S Holzer, YA Pignolet, J Smula, R Wattenhofer",Theoretical Computer Science,"453, 29-43",11,2012,3994583034102528039,NyGDZy8z5eUC,Roger Wattenhofer,EG3VPm4AAAAJ
Deterministic multi-channel information exchange,"S Holzer, T Locher, YA Pignolet, R Wattenhofer",Proceedings of the twenty-fourth annual ACM symposium on Parallelism in …,,11,2012,"13803355055828251208,8730818786896758795",gKiMpY-AVTkC,Roger Wattenhofer,EG3VPm4AAAAJ
eDonkey & eMule's Kad: Measurements & Attacks,"T Locher, S Schmid, R Wattenhofer",Fundamenta Informaticae,"109 (4), 383-403",11,2011,1583649977394925678,p__nRnzSRKYC,Roger Wattenhofer,EG3VPm4AAAAJ
Reliable and energy-efficient bulk-data dissemination in wireless sensor networks,"D Gugelmann, P Sommer, R Wattenhofer",Proceedings of the,8th ACM Conference on Embedded Networked Sensor Systems …,11,2010,12225412370773252093,L7CI7m0gUJcC,Roger Wattenhofer,EG3VPm4AAAAJ
Mechanism design by creditability,"R Eidenbenz, YA Oswald, S Schmid, R Wattenhofer",International Conference on Combinatorial Optimization and Applications,208-219,11,2007,17350835595246000883,1qzjygNMrQYC,Roger Wattenhofer,EG3VPm4AAAAJ
Bert is robust! A case against word substitution-based adversarial attacks,"J Hauser, Z Meng, D Pascual, R Wattenhofer",ICASSP,"2023-2023 IEEE International Conference on Acoustics, Speech and …",10,2023,15359182585988896713,DwFgw5hZUzMC,Roger Wattenhofer,EG3VPm4AAAAJ
Periodic extrapolative generalisation in neural networks,"P Belcak, R Wattenhofer",,"2022 IEEE Symposium Series on Computational Intelligence (SSCI), 1066-1073",10,2022,9033720620500556798,E2bRg1zSkIsC,Roger Wattenhofer,EG3VPm4AAAAJ
Robust indoor localization with ADS-B,"A Canals, P Josephy, S Tanner, R Wattenhofer",Proceedings of the,27th Annual International Conference on Mobile Computing …,10,2021,11699542711634671691,YGhAHpnIhDoC,Roger Wattenhofer,EG3VPm4AAAAJ
Using deep learning to classify saccade direction from brain activity,"A Kastrati, MB Plomecka, R Wattenhofer, N Langer",ACM Symposium on Eye Tracking Research and Applications,1-6,10,2021,7316853515585205634,rzmi0EmCOGEC,Roger Wattenhofer,EG3VPm4AAAAJ
"Should graph neural networks use features, edges, or both?","L Faber, Y Lu, R Wattenhofer",arXiv preprint arXiv:,:2103.06857,10,2021,12555455157657510423,5VjbC5aozO0C,Roger Wattenhofer,EG3VPm4AAAAJ
On the hardness of red-blue pebble games,"PA Papp, R Wattenhofer",Proceedings of the,32nd ACM Symposium on Parallelism in Algorithms and …,10,2020,3108708393845999571,I9gX6wnfuA8C,Roger Wattenhofer,EG3VPm4AAAAJ
Blockchains cannot rely on honesty,"J Sliwinski, R Wattenhofer",The,19th International Conference on Autonomous Agents and Multiagent …,10,2019,2681328032423359535,5LPo_wSKItgC,Roger Wattenhofer,EG3VPm4AAAAJ
Disentangling the latent space of (variational) autoencoders for NLP,"G Brunner, Y Wang, R Wattenhofer, M Weigelt",Advances in Computational Intelligence Systems: Contributions Presented at …,,10,2019,4062948028432157786,3A3nxV7CjKIC,Roger Wattenhofer,EG3VPm4AAAAJ
Improving raft when there are failures,"C Fluri, D Melnyk, R Wattenhofer",,"2018 Eighth Latin-American Symposium on Dependable Computing (LADC), 167-170",10,2018,16131936743611665470,uUvzmPk0f8oC,Roger Wattenhofer,EG3VPm4AAAAJ
Approximating small balanced vertex separators in almost linear time,"S Brandt, R Wattenhofer",Workshop on Algorithms and Data Structures,229-240,10,2017,8116531503716194337,wLxue7F8ec0C,Roger Wattenhofer,EG3VPm4AAAAJ
The price of matching with metric preferences,"Y Emek, T Langner, R Wattenhofer",Algorithms-ESA,"2015: 23rd Annual European Symposium, Patras, Greece …",10,2015,510416570509317792,QsaTk4IG4EwC,Roger Wattenhofer,EG3VPm4AAAAJ
goProbe: a scalable distributed network monitoring solution,"L Elsen, F Kohn, C Decker, R Wattenhofer",,"2015 IEEE International Conference on Peer-to-peer Computing (P2P), 1-10",10,2015,10994929818237711846,8Xgff_V0N9gC,Roger Wattenhofer,EG3VPm4AAAAJ
Ants: Mobile finite state machines,"Y Emek, T Langner, J Uitto, R Wattenhofer",arXiv preprint arXiv:,:1311.3062,10,2013,17175013946270349516,Br1UauaknNIC,Roger Wattenhofer,EG3VPm4AAAAJ
Boosting market liquidity of peer-to-peer systems through cyclic trading,"R Eidenbenz, T Locher, S Schmid, R Wattenhofer",,"2012 IEEE 12th International Conference on Peer-to-Peer Computing (P2P), 155-166",10,2012,2379096581218957307,tH6gc1N1XXoC,Roger Wattenhofer,EG3VPm4AAAAJ
On finding better friends in social networks,"P Brandes, R Wattenhofer","Stabilization, Safety, and Security of Distributed Systems:",14th …,10,2012,16006241141888874514,48xauSegjOkC,Roger Wattenhofer,EG3VPm4AAAAJ
Computing wireless capacity,"MM Halldórsson, R Wattenhofer",Unpublished manuscript,,10,2010,5130859571380954002,eMMeJKvmdy0C,Roger Wattenhofer,EG3VPm4AAAAJ
"Incentive-compatible, energy-optimal, and efficient ad hoc networking in a selfish milieu","S Eidenbenz, L Anderegg, R Wattenhofer",,2007 40th Annual Hawaii International Conference on System Sciences (HICSS …,10,2007,12549690497676799713,q3oQSFYPqjQC,Roger Wattenhofer,EG3VPm4AAAAJ
Community-aware mobile networking,"M Kuhn, R Wattenhofer",Mobile services and personalized environments–Proceedings of the first …,,10,2006,2925837470744382191,geHnlv5EZngC,Roger Wattenhofer,EG3VPm4AAAAJ
SANS: A simple ad hoc network simulator,"N Burri, R Wattenhofer, Y Weber, A Zollinger","Proceedings of the Conference on Educational Media, Hypermedia, and …",,10,2005,5240369133249014882,vRqMK49ujn8C,Roger Wattenhofer,EG3VPm4AAAAJ
On the approximation of the minimum maximum stretch tree problem,"P Boksberger, F Kuhn, R Wattenhofer","Technical Report/ETH Zurich, Department of Computer Science",409,10,2003,3652540272289806937,bnK-pcrLprsC,Roger Wattenhofer,EG3VPm4AAAAJ
Exponentially Faster Language Modelling,"P Belcak, R Wattenhofer",arXiv preprint arXiv:,:2311.10770,9,2023,11571156077304149337,0urtJCGzaFQC,Roger Wattenhofer,EG3VPm4AAAAJ
SALSA-CLRS: A sparse and scalable benchmark for algorithmic reasoning,"J Minder, F Grötschla, J Mathys, R Wattenhofer",arXiv preprint arXiv:,:2309.12253,9,2023,1088797022728967026,3pYxbvHKFu8C,Roger Wattenhofer,EG3VPm4AAAAJ
Fast feedforward networks,"P Belcak, R Wattenhofer",arXiv preprint arXiv:,:2308.14711,9,2023,1719793503958557649,CKf5m1HYVjMC,Roger Wattenhofer,EG3VPm4AAAAJ
Neural status registers,"L Faber, R Wattenhofer",International Conference on Machine Learning,9508-9522,9,2023,429624802599520280,wkm4DBaukwsC,Roger Wattenhofer,EG3VPm4AAAAJ
Print your money: Cash-like experiences with digital money,"C Zhou, Y Chen, R Wattenhofer, Y Wang",Extended Abstracts of the,2023 CHI Conference on Human Factors in Computing …,9,2023,3869649229745686826,ibZ2AwG9z6wC,Roger Wattenhofer,EG3VPm4AAAAJ
Self-supervised contrastive learning with adversarial perturbations for defending word substitution-based attacks,"Z Meng, Y Dong, M Sachan, R Wattenhofer",Findings of the Association for Computational Linguistics: NAACL,"2022, 87-101",9,2022,919544746420213877,FwTEoIZreccC,Roger Wattenhofer,EG3VPm4AAAAJ
Unsupervised task clustering for multi-task reinforcement learning,"J Ackermann, O Richter, R Wattenhofer",Machine Learning and Knowledge Discovery in Databases. Research Track …,,9,2021,8828738463747046115,2Q0AJrNhS-QC,Roger Wattenhofer,EG3VPm4AAAAJ
Neural symbolic music genre transfer insights,"G Brunner, M Moayeri, O Richter, R Wattenhofer, C Zhang",Machine Learning and Knowledge Discovery in Databases: International …,,9,2020,12997169362613499986,17ZO-CJnx_8C,Roger Wattenhofer,EG3VPm4AAAAJ
Stabilization time in minority processes,"PA Papp, R Wattenhofer",arXiv preprint arXiv:,:1907.02131,9,2019,586598142192277008,Vztgr1qGG8IC,Roger Wattenhofer,EG3VPm4AAAAJ
The arvy distributed directory protocol,"P Khanchandani, R Wattenhofer",The,"31st ACM Symposium on Parallelism in Algorithms and Architectures, 225-235",9,2019,2127642001394876029,PVqtIyvKoSUC,Roger Wattenhofer,EG3VPm4AAAAJ
Latency and consistent flow migration: Relax for lossless updates,"KT Foerster, L Vanbever, R Wattenhofer",,"2019 IFIP Networking Conference (IFIP Networking), 1-9",9,2019,8263501060479041406,u3T1itk59dMC,Roger Wattenhofer,EG3VPm4AAAAJ
Local checkability in dynamic networks,"KT Foerster, O Richter, J Seidel, R Wattenhofer",Proceedings of the,18th International Conference on Distributed Computing …,9,2017,8125253044336535048,mel-f30kHHgC,Roger Wattenhofer,EG3VPm4AAAAJ
Distributed stable matching with similar preference lists,"P Khanchandani, R Wattenhofer",,20th International Conference on Principles of Distributed Systems (OPODIS …,9,2017,5239764210324221233,oPLKW5k6eA4C,Roger Wattenhofer,EG3VPm4AAAAJ
Good Programming in Transactional Memory: Game Theory Meets Multicore Architecture,"R Eidenbenz, R Wattenhofer",International Symposium on Algorithms and Computation,503-513,9,2009,"6274618887903773394,12385628487825971732",VOx2b1Wkg3QC,Roger Wattenhofer,EG3VPm4AAAAJ
Manipulation in games,"R Eidenbenz, YA Oswald, S Schmid, R Wattenhofer",International Symposium on Algorithms and Computation,365-376,9,2007,15848842026978328849,V3AGJWp-ZtQC,Roger Wattenhofer,EG3VPm4AAAAJ
The theoretic center of computer science,"M Kuhn, R Wattenhofer",ACM SIGACT News,"38 (4), 54-63",9,2007,6472978699175805116,Y5dfb0dijaUC,Roger Wattenhofer,EG3VPm4AAAAJ
Analysis of interference in ad-hoc networks,"M Burkhart, R Wattenhofer, A Zollinger","Master's thesis, Swiss Federal Institute of Technology, Zurich",,9,2003,17751524433701708039,J-pR_7NvFogC,Roger Wattenhofer,EG3VPm4AAAAJ
Stable dinner party seating arrangements,"D Berriaud, A Constantinescu, R Wattenhofer",International Conference on Web and Internet Economics,3-20,8,2023,3220439949159602000,WTQy_8Ay2UsC,Roger Wattenhofer,EG3VPm4AAAAJ
Electrode clustering and bandpass analysis of eeg data for gaze estimation,"A Kastrati, MB Plomecka, J Küchler, N Langer, R Wattenhofer",Annual Conference on Neural Information Processing Systems,50-65,8,2023,16403855692959839598,8rLWgkbgOXQC,Roger Wattenhofer,EG3VPm4AAAAJ
A deep learning approach for the segmentation of electroencephalography data in eye tracking applications,"L Wolf, A Kastrati, MB Płomecka, JM Li, D Klebe, A Veicht, R Wattenhofer, ...",arXiv preprint arXiv:,:2206.08672,8,2022,561665774245262907,4tNoA7Af41QC,Roger Wattenhofer,EG3VPm4AAAAJ
The price of majority support,"R Fritsch, R Wattenhofer",arXiv preprint arXiv:,:2201.12303,8,2022,14759368468453466181,oFn-K-OQSCAC,Roger Wattenhofer,EG3VPm4AAAAJ
Brief announcement: Byzantine agreement with unknown participants and failures,"P Khanchandani, R Wattenhofer",Proceedings of the,39th Symposium on Principles of Distributed Computing …,8,2020,1591802754941163509,xii_ZKWM4-0C,Roger Wattenhofer,EG3VPm4AAAAJ
A Spoof-Proof GPS Receiver,"M Eichelberger, F Von Hagen, R Wattenhofer",,2020 19th ACM/IEEE International Conference on Information Processing in …,8,2020,12225644561625190445,B2rIPIGFPLEC,Roger Wattenhofer,EG3VPm4AAAAJ
piChain: When a blockchain meets paxos,"C Burchert, R Wattenhofer",,21st International Conference on Principles of Distributed Systems (OPODIS …,8,2018,9442222309802384249,7Frjd3zlGBUC,Roger Wattenhofer,EG3VPm4AAAAJ
Multi-agent Pathfinding with n Agents on Graphs with n Vertices: Combinatorial Classification and Tight Algorithmic Bounds,"KT Foerster, L Groner, T Hoefler, M Koenig, S Schmid, R Wattenhofer",International Conference on Algorithms and Complexity,247-259,8,2017,17606490761304483924,nPT8s1NX_-sC,Roger Wattenhofer,EG3VPm4AAAAJ
A concept for an introduction to parallelization in Java: Multithreading with programmable robots in Minecraft,"KT Förster, M König, R Wattenhofer",Proceedings of the,17th Annual Conference on Information Technology …,8,2016,13845591289542771941,NMlhSUseqAsC,Roger Wattenhofer,EG3VPm4AAAAJ
Augmenting anycast network flows,"S Brandt, KT Foerster, R Wattenhofer",Proceedings of the,17th International Conference on Distributed Computing …,8,2016,15475588496575727802,DyXnQzXoVgIC,Roger Wattenhofer,EG3VPm4AAAAJ
The solitaire memory game,"KT Foerster, R Wattenhofer",ETH Zurich,,8,2013,14999950408348719076,tz746QTLzJkC,Roger Wattenhofer,EG3VPm4AAAAJ
Reading up on bookcrossing,"R Eidenbenz, Y Li, R Wattenhofer","Information, Medium and Society","10 (2), 11",8,2013,6498649593292435244,LPtt_HFRSbwC,Roger Wattenhofer,EG3VPm4AAAAJ
Smart energy case study,"C Baumann, S Holzer, M Rodriguez, R Wattenhofer",Proceedings of the Fourth ACM Workshop on Embedded Sensing Systems for …,,8,2012,17847535034157068000,kVjdVfd2voEC,Roger Wattenhofer,EG3VPm4AAAAJ
The paper assignment problem,"R O'Dell, M Wattenhofer, R Wattenhofer","Technical Report/ETH Zurich, Department of Computer Science",491,8,2005,11511863011636612317,AHdEip9mkN0C,Roger Wattenhofer,EG3VPm4AAAAJ
An llm-based recommender system environment,"N Corecco, G Piatti, LA Lanzendörfer, F Xiaofeng Fan, R Wattenhofer","arXiv e-prints, arXiv:",2406.01631,7,2024,3617574719601991676,KKBjqD86ppkC,Roger Wattenhofer,EG3VPm4AAAAJ
Assessing adversarial robustness of large language models: An empirical study,"Z Yang, Z Meng, X Zheng, R Wattenhofer",arXiv preprint arXiv:,:2405.02764,7,2024,9321518494325242359,lOG7zRu2uA8C,Roger Wattenhofer,EG3VPm4AAAAJ
What Determines the Price of NFTs?,"V Ziemke, B Estermann, R Wattenhofer, Y Wang",,2023 IEEE 29th International Conference on Parallel and Distributed Systems …,7,2023,9642929872405172664,UY3hNwcQ290C,Roger Wattenhofer,EG3VPm4AAAAJ
Association of preoperative conization with recurrences after laparoscopic radical hysterectomy for FIGO 2018 stage IB1 cervical cancer,"Y Ding, X Zhang, J Qiu, C Li, K Hua",Archives of Gynecology and Obstetrics,"307 (6), 1901-1909",7,2023,"14766301908388612142,6055280002973751370",dMpQl7XwOw4C,Roger Wattenhofer,EG3VPm4AAAAJ
Divide & scale: Formalization and roadmap to robust sharding,"Z Avarikioti, A Desjardins, L Kokoris-Kogias, R Wattenhofer",International Colloquium on Structural Information and Communication …,,7,2023,12462518469674444156,654Jc7Ppz2kC,Roger Wattenhofer,EG3VPm4AAAAJ
"Defi auditing: Mechanisms, effectiveness, and user perceptions","D Feng, R Hitsch, K Qin, A Gervais, R Wattenhofer, Y Yao, Y Wang",International Conference on Financial Cryptography and Data Security,320-336,7,2023,3322978305036616064,eJD0kABLposC,Roger Wattenhofer,EG3VPm4AAAAJ
Meeting in a Convex World: Convex Consensus with Asynchronous Fallback.,"A Constantinescu, D Ghinea, R Wattenhofer, F Westermann",IACR Cryptol. ePrint Arch.,"2023, 1364",7,2023,8224473372982633994,JhbybO29vGQC,Roger Wattenhofer,EG3VPm4AAAAJ
Dynamic byzantine broadcast in asynchronous message-passing systems,"J Li, T Yu, Y Wang, R Wattenhofer",IEEE Access,"10, 91372-91384",7,2022,12219278812683995543,8O4vDxvErlEC,Roger Wattenhofer,EG3VPm4AAAAJ
DT+ GNN: A fully explainable graph neural network using decision trees,"P Müller, L Faber, K Martinkus, R Wattenhofer",arXiv preprint arXiv:,:2205.13234,7,2022,16473954616370332184,ZYsTHYU9jrMC,Roger Wattenhofer,EG3VPm4AAAAJ
Word2course: creating interactive courses from as little as a keyword,"S Foucher, D Pascual, O Richter, R Wattenhofer",CSEDU: PROCEEDINGS OF THE,14TH INTERNATIONAL CONFERENCE ON COMPUTER …,7,2022,9811138761133153017,dhpJJ7xvgBgC,Roger Wattenhofer,EG3VPm4AAAAJ
Self-supervised contrastive learning with adversarial perturbations for robust pretrained language models,"Z Meng, Y Dong, M Sachan, R Wattenhofer",arXiv preprint arXiv:,:2107.07610,7,2021,8077535512023942808,IvSMUa3B7yYC,Roger Wattenhofer,EG3VPm4AAAAJ
Fast size approximation of a radio network in beeping model,"P Brandes, M Kardas, M Klonowski, D Pająk, R Wattenhofer",Theoretical Computer Science,"810, 15-25",7,2020,8513775919311557095,Ic1VZgkJnDsC,Roger Wattenhofer,EG3VPm4AAAAJ
Imperceptible audio communication,"M Eichelberger, S Tanner, G Voirol, R Wattenhofer",ICASSP,"2019-2019 IEEE International Conference on Acoustics, Speech and …",7,2019,13747296597377751373,DQNrXyjhriIC,Roger Wattenhofer,EG3VPm4AAAAJ
Using state predictions for value regularization in curiosity driven deep reinforcement learning,"G Brunner, M Fritsche, O Richter, R Wattenhofer",,2018 IEEE 30th International Conference on Tools with Artificial …,7,2018,12645499092542858256,xyvS_IvSCKsC,Roger Wattenhofer,EG3VPm4AAAAJ
CLEX: Yet Another Supercomputer Architecture?,"C Lenzen, R Wattenhofer",arXiv preprint arXiv:,:1607.00298,7,2016,534748717957004256,AzKEL7Gb_04C,Roger Wattenhofer,EG3VPm4AAAAJ
"Lower bounds for the capture time: Linear, quadratic, and beyond","KT Förster, R Nuridini, J Uitto, R Wattenhofer",International Colloquium on Structural Information and Communication …,,7,2015,12534760340128422083,LXmCCkuhhTsC,Roger Wattenhofer,EG3VPm4AAAAJ
Distributed disaster disclosure,"B Mans, S Schmid, R Wattenhofer",Algorithm Theory–SWAT,2008: 11th Scandinavian Workshop on Algorithm Theory …,7,2008,8336533879499712900,ye4kPcJQO24C,Roger Wattenhofer,EG3VPm4AAAAJ
Dynamic internet congestion with bursts,"S Schmid, R Wattenhofer",International Conference on High-Performance Computing,159-170,7,2006,3840918783340511043,2KloaMYe4IUC,Roger Wattenhofer,EG3VPm4AAAAJ
Lower and upper bounds for distributed packing and covering,"F Kuhn, T Moscibroda, R Wattenhofer",Technical reports,443,7,2004,7552943419109224229,8AbLer7MMksC,Roger Wattenhofer,EG3VPm4AAAAJ
Gwac: Gnns with asynchronous communication,"L Faber, R Wattenhofer",Learning on Graphs Conference,8: 1-8: 20,6,2024,3264045876049102309,mS4qin7VKjkC,Roger Wattenhofer,EG3VPm4AAAAJ
Decentralized Federated Policy Gradient with Byzantine Fault-Tolerance and Provably Fast Convergence,"P Jordan, F Grötschla, FX Fan, R Wattenhofer",arXiv preprint arXiv:,:2401.03489,6,2024,12876905196724027106,TY5xIG7f_2sC,Roger Wattenhofer,EG3VPm4AAAAJ
GraphChef: Learning the recipe of your dataset,"P Müller, L Faber, K Martinkus, R Wattenhofer",ICML,3rd Workshop on Interpretable Machine Learning in Healthcare (IMLH),6,2023,369256649098130579,NKlx0PmyA3cC,Roger Wattenhofer,EG3VPm4AAAAJ
